preferredName_A,preferredName_B,score,Experimental System,Experimental System Type
HSD3B1,CYP17A1,0.995,functional_association,functional
CYP17A1,MTHFR,0.409,functional_association,functional
HSD3B1,H6PD,0.451,functional_association,functional
HSD3B1,INS,0.41,functional_association,functional
CYP17A1,NCOA1,0.429,functional_association,functional
HMGCS2,LSS,0.734,functional_association,functional
HMGCS2,DHCR24,0.584,functional_association,functional
HMGCS2,CPT2,0.598,functional_association,functional
HMGCS2,SCD,0.622,functional_association,functional
HMGCS2,NSDHL,0.623,functional_association,functional
HMGCS2,ABCA1,0.625,functional_association,functional
HMGCS2,HMGA1,0.673,functional_association,functional
HMGCS2,CH25H,0.756,functional_association,functional
HMGCS2,HMGCL,0.99,functional_association,functional
HMGCS2,IDI1,0.813,functional_association,functional
HMGCS2,PPARA,0.887,functional_association,functional
HMGCS2,ACLY,0.896,functional_association,functional
HMGCS2,COASY,0.898,functional_association,functional
HMGCS2,FDFT1,0.962,functional_association,functional
HMGCS2,HMGCLL1,0.98,functional_association,functional
CYP17A1,AKT1,0.427,functional_association,functional
CYP17A1,ACTB,0.441,functional_association,functional
RUSC1,PDSS1,0.474,functional_association,functional
SCD,COASY,0.42,functional_association,functional
NSDHL,LSS,0.957,functional_association,functional
NSDHL,FDFT1,0.961,functional_association,functional
NSDHL,EBP,0.964,functional_association,functional
SCD,HIF1A,0.403,functional_association,functional
SCD,IDI1,0.403,functional_association,functional
SCD,G6PC2,0.414,functional_association,functional
SCD,VLDLR,0.424,functional_association,functional
NSDHL,IDI1,0.856,functional_association,functional
SCD,TNF,0.446,functional_association,functional
SCD,UCP2,0.446,functional_association,functional
SCD,IL6,0.447,functional_association,functional
SCD,ACTB,0.487,functional_association,functional
SCD,AKT1,0.488,functional_association,functional
SCD,GPT,0.498,functional_association,functional
NSDHL,DHCR24,0.858,functional_association,functional
NSDHL,CH25H,0.768,functional_association,functional
CYP17A1,GAPDH,0.458,functional_association,functional
CYP17A1,CYP3A4,0.948,functional_association,functional
CYP17A1,H6PD,0.483,functional_association,functional
CYP17A1,INS,0.544,functional_association,functional
CYP17A1,ESR1,0.661,functional_association,functional
CYP17A1,DHRS11,0.865,functional_association,functional
CYP17A1,POR,0.912,functional_association,functional
CYP17A1,CYP1A1,0.925,functional_association,functional
CYP17A1,CYP19A1,0.971,functional_association,functional
NSDHL,AUP1,0.443,functional_association,functional
PSRC1,ANGPTL3,0.4,functional_association,functional
PSRC1,APOA5,0.562,functional_association,functional
NSDHL,NDUFAF6,0.401,functional_association,functional
NSDHL,ACACA,0.409,functional_association,functional
NSDHL,ACLY,0.415,functional_association,functional
NSDHL,POR,0.424,functional_association,functional
HMGCS2,NR1H3,0.565,functional_association,functional
HMGCS2,RXRA,0.54,functional_association,functional
HMGCS2,HAO1,0.529,functional_association,functional
NUS1,PDSS1,0.947,functional_association,functional
NUS1,HAO1,0.584,functional_association,functional
NUS1,IDI1,0.724,functional_association,functional
NUS1,MBTPS2,0.738,functional_association,functional
NUS1,UBIAD1,0.842,functional_association,functional
NUS1,FDFT1,0.853,functional_association,functional
NUS1,PDSS2,0.945,functional_association,functional
PDSS2,ZMPSTE24,0.408,functional_association,functional
PMVK,IDI1,0.852,functional_association,functional
PDSS2,HMGCS2,0.434,functional_association,functional
PDSS2,HAO1,0.468,functional_association,functional
PDSS2,IDI1,0.552,functional_association,functional
PDSS2,LSS,0.59,functional_association,functional
PDSS2,NDUFAF6,0.623,functional_association,functional
PDSS2,UBIAD1,0.666,functional_association,functional
NUS1,NPC2,0.474,functional_association,functional
PMVK,FDFT1,0.769,functional_association,functional
HMGCS2,NDUFAF6,0.506,functional_association,functional
PMVK,EBP,0.524,functional_association,functional
RUSC1,HMGCS2,0.54,functional_association,functional
RUSC1,NDUFAF6,0.561,functional_association,functional
RUSC1,UBIAD1,0.57,functional_association,functional
RUSC1,IDI1,0.646,functional_association,functional
RUSC1,LSS,0.713,functional_association,functional
RUSC1,FDFT1,0.725,functional_association,functional
PMVK,COASY,0.527,functional_association,functional
PMVK,HMGA1,0.763,functional_association,functional
PMVK,DHCR24,0.584,functional_association,functional
PMVK,SERPINA3,0.662,functional_association,functional
PMVK,NSDHL,0.696,functional_association,functional
PMVK,HMGCS2,0.727,functional_association,functional
PMVK,LSS,0.736,functional_association,functional
PMVK,PEX5,0.753,functional_association,functional
PDSS2,FDFT1,0.933,functional_association,functional
PDSS2,PDSS1,0.981,functional_association,functional
PNLIP,PLTP,0.412,functional_association,functional
HMGCS2,NCOA1,0.465,functional_association,functional
HMGCS2,ABCG5,0.435,functional_association,functional
HMGCS2,TBL1X,0.442,functional_association,functional
HMGCS2,H6PD,0.45,functional_association,functional
HMGCS2,ACACA,0.452,functional_association,functional
HMGCS2,NCOA2,0.456,functional_association,functional
HMGCS2,NR1H4,0.457,functional_association,functional
HMGCS2,HSD3B1,0.465,functional_association,functional
PNLIP,PPARA,0.461,functional_association,functional
HMGCS2,CD36,0.467,functional_association,functional
HMGCS2,DGAT1,0.47,functional_association,functional
HMGCS2,INS,0.472,functional_association,functional
HMGCS2,PDSS1,0.479,functional_association,functional
HMGCS2,EBP,0.483,functional_association,functional
HMGCS2,ACSL1,0.498,functional_association,functional
HMGCS2,ELOVL6,0.434,functional_association,functional
HMGCS2,TBL1XR1,0.417,functional_association,functional
HMGCS2,NCOA6,0.406,functional_association,functional
HMGCS2,CHD9,0.406,functional_association,functional
HMGCS2,APOA5,0.404,functional_association,functional
HMGCS2,HELZ2,0.4,functional_association,functional
PNLIP,CEL,0.983,functional_association,functional
PNLIP,LPL,0.922,functional_association,functional
PNLIP,DGAT1,0.8,functional_association,functional
PNLIP,MGAM,0.722,functional_association,functional
PNLIP,INS,0.717,functional_association,functional
PNLIP,LPIN1,0.701,functional_association,functional
PNLIP,ACSL1,0.69,functional_association,functional
PNLIP,GCG,0.613,functional_association,functional
PNLIP,GPT,0.481,functional_association,functional
PNLIP,UCP2,0.471,functional_association,functional
PNLIP,ADIPOQ,0.466,functional_association,functional
AGT,TBL1XR1,0.419,functional_association,functional
AGT,NCOA2,0.415,functional_association,functional
AGT,NCOA6,0.408,functional_association,functional
SREBF2,ERLIN2,0.405,functional_association,functional
HAO2,PEX5,0.597,functional_association,functional
HAO2,HMGCS2,0.625,functional_association,functional
HAO2,SCP2,0.658,functional_association,functional
HAO2,UBIAD1,0.81,functional_association,functional
HAO2,HAO1,0.929,functional_association,functional
SREBF2,IL6,0.404,functional_association,functional
SREBF2,RNF145,0.412,functional_association,functional
HAO2,NUS1,0.584,functional_association,functional
SREBF2,TNF,0.426,functional_association,functional
SREBF2,HIF1A,0.449,functional_association,functional
SREBF2,GPT,0.455,functional_association,functional
SREBF2,GPX5,0.468,functional_association,functional
SREBF2,NPC2,0.472,functional_association,functional
SREBF2,VLDLR,0.474,functional_association,functional
HAO2,LSS,0.592,functional_association,functional
HAO2,HSD3B1,0.555,functional_association,functional
SREBF2,ADIPOQ,0.478,functional_association,functional
HAO2,EPHX2,0.413,functional_association,functional
DHDDS,UBIAD1,0.844,functional_association,functional
DHDDS,FDFT1,0.876,functional_association,functional
DHDDS,PDSS2,0.953,functional_association,functional
DHDDS,PDSS1,0.965,functional_association,functional
DHDDS,NUS1,0.998,functional_association,functional
HAO2,HMGCL,0.403,functional_association,functional
HAO2,GPT,0.426,functional_association,functional
HAO2,DHCR24,0.506,functional_association,functional
HAO2,H6PD,0.445,functional_association,functional
HAO2,HMGCLL1,0.458,functional_association,functional
HAO2,PDSS1,0.468,functional_association,functional
HAO2,PDSS2,0.468,functional_association,functional
HAO2,RUSC1,0.468,functional_association,functional
HAO2,HSDL2,0.495,functional_association,functional
SREBF2,ELOVL5,0.477,functional_association,functional
SREBF2,MTOR,0.483,functional_association,functional
SREBF2,ABCA1,0.94,functional_association,functional
SREBF2,HMGCS2,0.833,functional_association,functional
SREBF2,ACACA,0.724,functional_association,functional
SREBF2,PMVK,0.743,functional_association,functional
SREBF2,SCD,0.753,functional_association,functional
SREBF2,IDI1,0.804,functional_association,functional
SREBF2,NR1H4,0.814,functional_association,functional
SREBF2,PPARA,0.822,functional_association,functional
SREBF2,ABCG1,0.877,functional_association,functional
SREBF2,INS,0.66,functional_association,functional
SREBF2,NR1H3,0.887,functional_association,functional
SREBF2,FDFT1,0.888,functional_association,functional
SREBF2,LSS,0.914,functional_association,functional
SREBF2,ELOVL6,0.921,functional_association,functional
SREBF2,ABCG5,0.921,functional_association,functional
SREBF2,XPR1,0.922,functional_association,functional
SREBF2,DHCR24,0.708,functional_association,functional
SREBF2,ACLY,0.657,functional_association,functional
SREBF2,GAPDH,0.5,functional_association,functional
SREBF2,ACTB,0.536,functional_association,functional
SREBF2,FOXO1,0.505,functional_association,functional
SREBF2,ACAT2,0.511,functional_association,functional
SREBF2,ABCB11,0.512,functional_association,functional
SREBF2,LPL,0.518,functional_association,functional
SREBF2,DGAT1,0.523,functional_association,functional
SREBF2,NSDHL,0.531,functional_association,functional
SREBF2,SOAT1,0.552,functional_association,functional
SREBF2,ACSL1,0.654,functional_association,functional
SREBF2,LPIN1,0.557,functional_association,functional
SREBF2,AKT1,0.563,functional_association,functional
SREBF2,CD36,0.568,functional_association,functional
SREBF2,CH25H,0.592,functional_association,functional
SREBF2,HMGA1,0.61,functional_association,functional
SREBF2,MTTP,0.652,functional_association,functional
DHDDS,MBTPS2,0.739,functional_association,functional
DHDDS,IDI1,0.738,functional_association,functional
DHDDS,NPC2,0.652,functional_association,functional
ACSL3,ACAT2,0.451,functional_association,functional
MYLIP,ABCA1,0.818,functional_association,functional
MYLIP,XPR1,0.899,functional_association,functional
ACSL3,ABCG2,0.401,functional_association,functional
ACSL3,FDFT1,0.414,functional_association,functional
ACSL3,IDI1,0.418,functional_association,functional
ACSL3,PPARA,0.435,functional_association,functional
ACSL3,ELOVL5,0.489,functional_association,functional
MYLIP,VLDLR,0.765,functional_association,functional
ACSL3,LPIN1,0.493,functional_association,functional
ACSL3,ELOVL6,0.522,functional_association,functional
ACSL3,AUP1,0.522,functional_association,functional
ACSL3,HSDL2,0.524,functional_association,functional
ACSL3,SCP2,0.609,functional_association,functional
ACSL3,CPT2,0.628,functional_association,functional
MYLIP,NR1H3,0.77,functional_association,functional
MYLIP,ABCG1,0.757,functional_association,functional
DHDDS,HAO2,0.584,functional_association,functional
FDPS,DHDDS,0.966,functional_association,functional
FDPS,NSDHL,0.832,functional_association,functional
FDPS,LSS,0.894,functional_association,functional
FDPS,SREBF2,0.896,functional_association,functional
FDPS,PMVK,0.901,functional_association,functional
FDPS,NUS1,0.952,functional_association,functional
FDPS,PDSS2,0.965,functional_association,functional
FDPS,PDSS1,0.975,functional_association,functional
MYLIP,SREBF2,0.709,functional_association,functional
FDPS,HMGCS2,0.982,functional_association,functional
FDPS,IDI1,0.994,functional_association,functional
FDPS,FDFT1,0.995,functional_association,functional
MYLIP,NR1H4,0.613,functional_association,functional
MYLIP,ABCG5,0.659,functional_association,functional
MYLIP,RXRA,0.68,functional_association,functional
ACSL3,COASY,0.637,functional_association,functional
ACSL3,CEL,0.644,functional_association,functional
ACSL3,HMGCS2,0.651,functional_association,functional
VCP,ERLIN2,0.79,functional_association,functional
VCP,ACLY,0.546,functional_association,functional
VCP,SCD,0.556,functional_association,functional
VCP,HIF1A,0.587,functional_association,functional
VCP,ACTB,0.728,functional_association,functional
VCP,AKT1,0.735,functional_association,functional
VCP,GAPDH,0.742,functional_association,functional
VCP,ERLIN1,0.847,functional_association,functional
ACSL3,ACLY,0.656,functional_association,functional
VCP,AUP1,0.943,functional_association,functional
VCP,SYVN1,0.998,functional_association,functional
DHDDS,ZMPSTE24,0.415,functional_association,functional
DHDDS,COASY,0.454,functional_association,functional
DHDDS,RUSC1,0.553,functional_association,functional
DHDDS,HAO1,0.584,functional_association,functional
VCP,HK1,0.464,functional_association,functional
VCP,MTOR,0.456,functional_association,functional
VCP,PEX5,0.42,functional_association,functional
VCP,RHOA,0.414,functional_association,functional
STIP1,VCP,0.684,functional_association,functional
STIP1,GAPDH,0.567,functional_association,functional
STIP1,LDHA,0.493,functional_association,functional
TRIM33,MORC3,0.926,functional_association,functional
TRIM33,NCOA4,0.763,functional_association,functional
TRIM33,JUN,0.575,functional_association,functional
ACSL3,LPL,0.914,functional_association,functional
ACSL3,DGAT1,0.867,functional_association,functional
ACSL3,ACSL1,0.859,functional_association,functional
ACSL3,ACACA,0.797,functional_association,functional
ACSL3,SCD,0.673,functional_association,functional
ACSL3,PNLIP,0.662,functional_association,functional
ACSL3,CD36,0.658,functional_association,functional
SREBF2,MBTPS2,0.93,functional_association,functional
MTOR,CYP3A4,0.4,functional_association,functional
AGT,UCP2,0.402,functional_association,functional
GPX7,IL6,0.75,functional_association,functional
GPX7,AKT1,0.644,functional_association,functional
GPX7,GAPDH,0.666,functional_association,functional
GPX7,PTGS2,0.679,functional_association,functional
GPX7,TNF,0.723,functional_association,functional
GPX7,INS,0.726,functional_association,functional
GPX7,BCL2,0.731,functional_association,functional
GPX7,G6PD,0.808,functional_association,functional
GPX7,JUN,0.577,functional_association,functional
GPX7,GPT,0.813,functional_association,functional
GPX7,H6PD,0.82,functional_association,functional
GPX7,CYP2C8,0.91,functional_association,functional
GPX7,GPX8,0.917,functional_association,functional
GPX7,GPX5,0.923,functional_association,functional
GPX7,GPX3,0.927,functional_association,functional
GPX7,ACTB,0.594,functional_association,functional
GPX7,AGT,0.542,functional_association,functional
ABCG1,HMGCS2,0.406,functional_association,functional
GPX7,FOXO1,0.439,functional_association,functional
GPX6,GPX7,0.921,functional_association,functional
GPX6,GPX8,0.928,functional_association,functional
GPX7,ESR1,0.409,functional_association,functional
GPX7,POR,0.424,functional_association,functional
GPX7,G6PC2,0.427,functional_association,functional
GPX7,HK1,0.428,functional_association,functional
GPX7,PLTP,0.448,functional_association,functional
GPX7,HIF1A,0.536,functional_association,functional
GPX7,MGAM,0.454,functional_association,functional
GPX7,CYP1A1,0.454,functional_association,functional
GPX7,PPARA,0.52,functional_association,functional
GPX7,ADIPOQ,0.521,functional_association,functional
GPX7,UCP2,0.523,functional_association,functional
GPX7,MMP9,0.524,functional_association,functional
GPX7,GPX2,0.935,functional_association,functional
ABCG1,MTTP,0.42,functional_association,functional
MTOR,UCP2,0.404,functional_association,functional
KMO,CH25H,0.461,functional_association,functional
ABCG1,CD36,0.707,functional_association,functional
ABCG1,RXRA,0.815,functional_association,functional
ABCG1,XPR1,0.874,functional_association,functional
ABCG1,NR1H3,0.932,functional_association,functional
KMO,CYP1A1,0.402,functional_association,functional
KMO,EPHX2,0.428,functional_association,functional
KMO,HMGCS2,0.531,functional_association,functional
ABCG1,ABCG5,0.604,functional_association,functional
KMO,IDI1,0.539,functional_association,functional
KMO,NDUFAF6,0.542,functional_association,functional
KMO,FDFT1,0.628,functional_association,functional
KMO,LSS,0.73,functional_association,functional
AGT,CHD9,0.4,functional_association,functional
AGT,HELZ2,0.4,functional_association,functional
ABCG1,PLTP,0.685,functional_association,functional
ABCG1,SOAT1,0.59,functional_association,functional
ABCG1,FDFT1,0.427,functional_association,functional
ABCG1,NPC2,0.471,functional_association,functional
ABCG1,ACACA,0.432,functional_association,functional
ABCG1,SCD,0.447,functional_association,functional
ABCG1,TNF,0.453,functional_association,functional
ABCG1,GAPDH,0.454,functional_association,functional
ABCG1,ACTB,0.461,functional_association,functional
ABCG1,CH25H,0.469,functional_association,functional
ABCG1,IL6,0.478,functional_association,functional
ABCG1,PPARA,0.581,functional_association,functional
ABCG1,VLDLR,0.484,functional_association,functional
ABCG1,NR1H4,0.488,functional_association,functional
ABCG1,INS,0.515,functional_association,functional
ABCG1,DHCR24,0.538,functional_association,functional
ABCG1,ABCA1,0.54,functional_association,functional
ABCG1,LPL,0.571,functional_association,functional
GPX6,GPX2,0.912,functional_association,functional
GPX6,CYP2C8,0.909,functional_association,functional
GPX6,GPX3,0.902,functional_association,functional
MTOR,GAPDH,0.701,functional_association,functional
MTOR,ADIPOQ,0.552,functional_association,functional
MTOR,GCG,0.552,functional_association,functional
MTOR,PTGS2,0.575,functional_association,functional
MTOR,MMP9,0.588,functional_association,functional
MTOR,TNF,0.671,functional_association,functional
MTOR,PPARA,0.68,functional_association,functional
MTOR,JUN,0.715,functional_association,functional
MTOR,PFKFB3,0.539,functional_association,functional
MTOR,ESR1,0.745,functional_association,functional
MTOR,ACTB,0.752,functional_association,functional
MTOR,FOXO1,0.758,functional_association,functional
MTOR,BCL2,0.765,functional_association,functional
MTOR,IL6,0.772,functional_association,functional
MTOR,HIF1A,0.789,functional_association,functional
MTOR,LDHA,0.541,functional_association,functional
MTOR,AGT,0.531,functional_association,functional
GPX6,GPX5,0.902,functional_association,functional
MTOR,GPX2,0.451,functional_association,functional
MTOR,HELZ2,0.409,functional_association,functional
MTOR,CD36,0.416,functional_association,functional
MTOR,SCD,0.431,functional_association,functional
MTOR,GPX3,0.451,functional_association,functional
MTOR,GPX8,0.451,functional_association,functional
MTOR,GPX5,0.451,functional_association,functional
MTOR,GPX6,0.451,functional_association,functional
MTOR,CYP19A1,0.507,functional_association,functional
MTOR,MTUS2,0.452,functional_association,functional
MTOR,GPX7,0.452,functional_association,functional
MTOR,GPT,0.476,functional_association,functional
MTOR,ABCB1,0.476,functional_association,functional
MTOR,ACACA,0.486,functional_association,functional
MTOR,ACLY,0.506,functional_association,functional
MTOR,IGF1R,0.872,functional_association,functional
MTOR,INS,0.882,functional_association,functional
MTOR,PRKAG3,0.924,functional_association,functional
GPX6,PTGS2,0.679,functional_association,functional
GPX6,HIF1A,0.531,functional_association,functional
GPX6,AGT,0.547,functional_association,functional
GPX6,JUN,0.577,functional_association,functional
GPX6,ACTB,0.59,functional_association,functional
GPX6,GAPDH,0.619,functional_association,functional
GPX6,AKT1,0.635,functional_association,functional
GPX6,INS,0.716,functional_association,functional
MTOR,LPIN1,0.944,functional_association,functional
GPX6,BCL2,0.726,functional_association,functional
GPX6,TNF,0.727,functional_association,functional
GPX6,IL6,0.732,functional_association,functional
GPX6,GPT,0.802,functional_association,functional
GPX6,G6PD,0.814,functional_association,functional
GPX6,H6PD,0.828,functional_association,functional
GPX6,ADIPOQ,0.529,functional_association,functional
GPX6,MMP9,0.519,functional_association,functional
GPX6,PPARA,0.517,functional_association,functional
GPX6,UCP2,0.516,functional_association,functional
GPX6,MGAM,0.464,functional_association,functional
GPX6,CYP1A1,0.461,functional_association,functional
GPX6,PLTP,0.439,functional_association,functional
GPX6,FOXO1,0.43,functional_association,functional
GPX6,G6PC2,0.427,functional_association,functional
GPX6,HK1,0.425,functional_association,functional
GPX6,ESR1,0.407,functional_association,functional
GPX6,GCG,0.405,functional_association,functional
GPX6,POR,0.402,functional_association,functional
MTOR,AKT1,0.999,functional_association,functional
MTOR,PRKAA2,0.973,functional_association,functional
MTOR,PRKAB1,0.967,functional_association,functional
MTOR,RHOA,0.958,functional_association,functional
APP,DHFR,0.524,functional_association,functional
CYP51A1,FBXO40,0.4,functional_association,functional
APP,MTOR,0.491,functional_association,functional
LIPE,PRKAA2,0.926,functional_association,functional
LIPE,PRKAA1,0.927,functional_association,functional
LIPE,PNPLA2,0.971,functional_association,functional
LIPE,FABP4,0.999,functional_association,functional
KATNAL2,H6PD,0.406,functional_association,functional
KATNAL2,HMGCR,0.421,functional_association,functional
KATNAL2,HSDL2,0.432,functional_association,functional
KATNAL2,UFD1,0.53,functional_association,functional
KATNAL2,VCP,0.613,functional_association,functional
GOT2,MGLL,0.407,functional_association,functional
GOT2,COASY,0.409,functional_association,functional
GOT2,AKT1,0.414,functional_association,functional
GOT2,ACACB,0.419,functional_association,functional
GOT2,HMGCS2,0.423,functional_association,functional
GOT2,PXDNL,0.439,functional_association,functional
GOT2,ACTB,0.45,functional_association,functional
LIPE,MGLL,0.927,functional_association,functional
LIPE,PRKAG2,0.921,functional_association,functional
GOT2,LPL,0.662,functional_association,functional
LIPE,PRKAG3,0.919,functional_association,functional
LIPE,SREBF1,0.769,functional_association,functional
LIPE,GOT2,0.778,functional_association,functional
LIPE,FASN,0.784,functional_association,functional
LIPE,INS,0.79,functional_association,functional
LIPE,UCP1,0.802,functional_association,functional
LIPE,PPARA,0.807,functional_association,functional
LIPE,SLC2A4,0.81,functional_association,functional
LIPE,PPARG,0.857,functional_association,functional
LIPE,ADIPOQ,0.86,functional_association,functional
LIPE,PLIN2,0.88,functional_association,functional
LIPE,MLXIPL,0.9,functional_association,functional
LIPE,LPL,0.903,functional_association,functional
LIPE,PRKAB2,0.911,functional_association,functional
LIPE,PRKAB1,0.915,functional_association,functional
LIPE,PRKAG1,0.919,functional_association,functional
GOT2,PXDN,0.451,functional_association,functional
GOT2,PKLR,0.456,functional_association,functional
GOT2,G6PD,0.472,functional_association,functional
GOT2,CPT1A,0.479,functional_association,functional
GOT2,CPT2,0.538,functional_association,functional
GOT2,SLC2A4,0.546,functional_association,functional
GOT2,GPX2,0.553,functional_association,functional
GOT2,ADIPOQ,0.557,functional_association,functional
GOT2,GPX8,0.558,functional_association,functional
GOT2,H6PD,0.561,functional_association,functional
GOT2,CYCS,0.564,functional_association,functional
GOT2,FASN,0.566,functional_association,functional
GOT2,ACSL1,0.566,functional_association,functional
GOT2,HMGCR,0.567,functional_association,functional
GOT2,SCP2,0.573,functional_association,functional
GOT2,ACOX3,0.579,functional_association,functional
GOT2,IL6,0.597,functional_association,functional
GOT2,SREBF1,0.605,functional_association,functional
GOT2,ACOX1,0.608,functional_association,functional
GOT2,LEP,0.536,functional_association,functional
GOT2,IL1B,0.514,functional_association,functional
GOT2,PNPLA2,0.511,functional_association,functional
GOT2,MTTP,0.491,functional_association,functional
GOT2,DGAT1,0.481,functional_association,functional
GOT2,APOE,0.482,functional_association,functional
GOT2,GPX3,0.485,functional_association,functional
GOT2,GPX5,0.485,functional_association,functional
GOT2,PPARGC1A,0.486,functional_association,functional
GOT2,GPX6,0.486,functional_association,functional
GOT2,ACAA2,0.495,functional_association,functional
GOT2,TNF,0.51,functional_association,functional
GOT2,ACACA,0.5,functional_association,functional
GOT2,GPX7,0.501,functional_association,functional
GOT2,SCD,0.507,functional_association,functional
GOT2,CANX,0.508,functional_association,functional
GOT2,PPARD,0.509,functional_association,functional
GOT2,TERT,0.51,functional_association,functional
LIPE,LEP,0.76,functional_association,functional
LIPE,APOE,0.751,functional_association,functional
LIPE,DGAT1,0.746,functional_association,functional
LIPE,ABCA1,0.473,functional_association,functional
PTGIS,SQLE,0.729,functional_association,functional
PTGIS,LSS,0.779,functional_association,functional
PTGIS,PTGS2,0.988,functional_association,functional
LIPE,HSPA5,0.401,functional_association,functional
LIPE,CEL,0.401,functional_association,functional
LIPE,NR1H3,0.403,functional_association,functional
LIPE,IL1B,0.411,functional_association,functional
LIPE,ACSL3,0.424,functional_association,functional
LIPE,G6PC2,0.433,functional_association,functional
LIPE,G6PC3,0.438,functional_association,functional
LIPE,ACAA2,0.442,functional_association,functional
LIPE,ALB,0.444,functional_association,functional
LIPE,TNF,0.461,functional_association,functional
LIPE,GAPDH,0.462,functional_association,functional
LIPE,SQLE,0.464,functional_association,functional
PTGIS,CH25H,0.704,functional_association,functional
PTGIS,FAXDC2,0.702,functional_association,functional
PTGIS,MSMO1,0.698,functional_association,functional
PTGIS,ACE,0.55,functional_association,functional
PTGIS,HSD3B1,0.501,functional_association,functional
PTGIS,HSD3B7,0.503,functional_association,functional
PTGIS,NSDHL,0.51,functional_association,functional
PTGIS,LBR,0.519,functional_association,functional
PTGIS,DHCR7,0.547,functional_association,functional
PTGIS,AGT,0.548,functional_association,functional
PTGIS,SC5D,0.557,functional_association,functional
PTGIS,ERG28,0.651,functional_association,functional
PTGIS,CYP27A1,0.562,functional_association,functional
PTGIS,TM7SF2,0.563,functional_association,functional
PTGIS,FDFT1,0.634,functional_association,functional
PTGIS,NOS3,0.637,functional_association,functional
PTGIS,SIGMAR1,0.645,functional_association,functional
PTGIS,HSD17B7,0.648,functional_association,functional
LIPE,STAR,0.472,functional_association,functional
LIPE,ELOVL6,0.473,functional_association,functional
LIPE,CD36,0.707,functional_association,functional
LIPE,FOXO1,0.481,functional_association,functional
LIPE,CAV1,0.598,functional_association,functional
LIPE,UCP2,0.603,functional_association,functional
LIPE,LIPC,0.604,functional_association,functional
LIPE,LIPA,0.623,functional_association,functional
LIPE,LCAT,0.628,functional_association,functional
LIPE,SCD,0.652,functional_association,functional
LIPE,CPT1A,0.661,functional_association,functional
LIPE,ACOX1,0.663,functional_association,functional
LIPE,SCARB2,0.664,functional_association,functional
LIPE,FABP1,0.665,functional_association,functional
LIPE,MTTP,0.674,functional_association,functional
LIPE,SCARB1,0.676,functional_association,functional
LIPE,ACACA,0.68,functional_association,functional
LIPE,PPARGC1A,0.701,functional_association,functional
LIPE,FABP2,0.702,functional_association,functional
LIPE,PNLIP,0.592,functional_association,functional
LIPE,GCG,0.59,functional_association,functional
LIPE,ACOX3,0.579,functional_association,functional
LIPE,PPARD,0.518,functional_association,functional
LIPE,IL6,0.482,functional_association,functional
LIPE,GPT,0.487,functional_association,functional
LIPE,ACTB,0.495,functional_association,functional
LIPE,G6PC,0.496,functional_association,functional
LIPE,HMGCR,0.501,functional_association,functional
LIPE,SREBF2,0.517,functional_association,functional
LIPE,ACLY,0.519,functional_association,functional
LIPE,GPAM,0.575,functional_association,functional
LIPE,LPIN1,0.53,functional_association,functional
LIPE,CPT2,0.533,functional_association,functional
LIPE,AKT1,0.535,functional_association,functional
LIPE,IRS1,0.548,functional_association,functional
LIPE,ACACB,0.559,functional_association,functional
LIPE,ACSL1,0.559,functional_association,functional
GOT2,HADHB,0.621,functional_association,functional
GOT2,PLIN2,0.667,functional_association,functional
CANX,CD81,0.77,functional_association,functional
FNTB,KRAS,0.759,functional_association,functional
FNTB,NUS1,0.917,functional_association,functional
FNTB,PDSS2,0.921,functional_association,functional
FNTB,PDSS1,0.943,functional_association,functional
FNTB,DHDDS,0.95,functional_association,functional
FNTB,FDPS,0.953,functional_association,functional
FNTB,GGPS1,0.958,functional_association,functional
FNTB,ZMPSTE24,0.963,functional_association,functional
FNTB,FNTA,0.999,functional_association,functional
CANX,ADAM10,0.4,functional_association,functional
CANX,ACSL4,0.404,functional_association,functional
CANX,RHOA,0.407,functional_association,functional
CANX,RNF145,0.413,functional_association,functional
CANX,NPC1,0.415,functional_association,functional
CANX,PLIN2,0.418,functional_association,functional
CANX,JUN,0.422,functional_association,functional
FNTB,FDFT1,0.847,functional_association,functional
FNTB,ICMT,0.659,functional_association,functional
GOT2,CAV1,0.67,functional_association,functional
FNTB,PGGT1B,0.553,functional_association,functional
INSIG2,FASN,0.66,functional_association,functional
INSIG2,VCP,0.677,functional_association,functional
INSIG2,FABP2,0.725,functional_association,functional
INSIG2,RNF145,0.742,functional_association,functional
INSIG2,MLXIPL,0.772,functional_association,functional
INSIG2,RNF139,0.839,functional_association,functional
INSIG2,AMFR,0.949,functional_association,functional
INSIG2,SREBF1,0.953,functional_association,functional
INSIG2,INSIG1,0.955,functional_association,functional
INSIG2,SREBF2,0.986,functional_association,functional
INSIG2,SCAP,0.999,functional_association,functional
FNTB,IDI2,0.42,functional_association,functional
FNTB,HMGCR,0.469,functional_association,functional
FNTB,AUP1,0.525,functional_association,functional
CANX,RNF139,0.424,functional_association,functional
CANX,MARCHF6,0.434,functional_association,functional
CANX,MAPK3,0.436,functional_association,functional
CANX,TP53,0.438,functional_association,functional
CANX,CYCS,0.587,functional_association,functional
CANX,MBTPS1,0.616,functional_association,functional
CANX,TNF,0.618,functional_association,functional
CANX,CYB5A,0.631,functional_association,functional
CANX,PXDNL,0.656,functional_association,functional
CANX,AKT1,0.676,functional_association,functional
CANX,CYB5B,0.679,functional_association,functional
CANX,ERLIN2,0.683,functional_association,functional
